property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_category,floor_category
flat,Hcbs Sports Ville,sector 59,8.5,27366.39,3,0,0,New Property,3106.0,0,0,0,0,0,0,High,High Floor
flat,sector 37,sector 37,1.55,13478.26,2,0,0,New Property,1150.0,0,0,0,0,0,0,Medium,High Floor
flat,Sweta Central Park,sector 43,3.99,17347.83,4,4,0,New Property,2300.0,1,1,0,0,0,1,High,Low Floor
flat,Paras Irene,sector 72,1.85,15416.67,2,0,0,New Property,1200.0,0,0,0,0,0,1,Low,Mid Floor
flat,Godrej Frontier,sector 37,4.75,18109.04,3,0,0,New Property,2623.0,0,0,0,0,0,1,Medium,High Floor
flat,Antriksh Heights,sector 92,1.4,12727.27,3,0,0,New Property,1100.0,0,0,0,0,0,1,Medium,Mid Floor
flat,M3M Golf Hills,sector 33,1.2,6666.67,3,0,0,Old Property,1800.0,0,0,0,0,0,0,Medium,High Floor
flat,Signature,sector 46,2.4,20869.57,3,0,0,New Property,1150.0,0,0,0,0,0,1,Medium,Low Floor
flat,Mayfield Garden,sector 76,4.15,17659.57,3,0,0,Under Construction,2350.0,0,0,0,0,0,0,Medium,High Floor
flat,Kashish Manor,sector 35,0.8,10738.26,2,0,0,Under Construction,745.0,0,0,0,0,0,0,Medium,High Floor
flat,sector 4,sector 4,0.25,4464.29,2,0,0,New Property,560.0,0,0,0,0,0,0,Medium,High Floor
flat,sector 36,sector 36,1.25,11563.37,3,0,0,New Property,1081.0,0,0,0,0,0,1,Medium,Low Floor
flat,Godrej Aristocrat,sector 52,6.75,45000.0,3,0,0,New Property,1500.0,0,0,0,0,0,0,Medium,Low Floor
flat,Bella Vista Central Park,sector 51,1.25,8620.69,3,0,0,New Property,1450.0,0,0,0,0,0,0,Medium,Low Floor
flat,Emaar Palm Drive Studios,sector 70,2.0,22222.22,3,0,0,New Property,900.0,0,0,0,0,0,1,Medium,Mid Floor
flat,Godrej Zenith,Godrej Zenith,1.7,17000.0,10,0,3+,New Property,1000.0,0,0,0,0,0,1,Medium,Low Floor
flat,Smartworld Gems,sector 63,6.2,21693.49,3,0,0,Old Property,2858.0,0,0,0,0,0,0,High,High Floor
flat,Emaar Palm Garden,sector 89,1.85,17050.69,2,0,0,Old Property,1085.0,0,0,0,0,0,0,Medium,High Floor
flat,Awho Sispal,sector 63,3.25,14772.73,4,0,0,New Property,2200.0,0,0,0,0,0,1,Medium,Low Floor
flat,Emaar Palm Hills,sector 105,0.48,5052.63,3,0,0,New Property,950.0,0,0,0,0,0,1,Medium,Mid Floor
flat,Godrej Nature Plus,Godrej Nature Plus,1.2,11111.11,3,0,0,New Property,1080.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Laburnum Victory,sector 31,5.5,18333.33,5,0,0,New Property,3000.0,0,0,0,0,0,0,High,Low Floor
flat,Supertech Araville,sector 69,2.4,15209.13,3,0,0,New Property,1578.0,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 36,sector 36,0.6,8797.65,1,0,0,New Property,682.0,0,0,0,0,0,0,Medium,Low Floor
flat,Dlf New Heights,sector 106,5.4,20000.0,3,0,0,Under Construction,2700.0,0,0,0,0,0,1,Medium,Low Floor
flat,Emaar Palm Garden,Emaar Palm Garden,0.38,7265.77,1,0,0,New Property,523.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Smartworld Gems,sector 62,4.1,32539.68,3,0,0,Under Construction,1260.0,0,0,0,0,0,0,Medium,High Floor
flat,Central Park Flower Valley,Central Park Flower Valley,4.75,16211.6,5,0,0,New Property,2930.0,0,0,0,0,0,0,High,Mid Floor
flat,M3M Antalya Hills I,sector 62,6.03,34164.31,3,0,0,Under Construction,1765.0,0,0,0,0,0,1,Medium,High Floor
flat,sector 79,sector 79,2.0,13114.75,3,0,0,Under Construction,1525.0,0,0,0,0,0,1,Medium,High Floor
flat,Serenas,sector 92,1.05,18421.05,2,0,0,Under Construction,570.0,0,0,0,0,0,1,Low,High Floor
flat,M3M Antalya Hills,sector 59,5.0,43140.64,3,0,0,New Property,1159.0,0,0,0,0,0,1,Medium,Mid Floor
flat,Mapsko Casa Bella,sector 83,3.0,12500.0,4,0,0,New Property,2400.0,0,0,0,0,0,0,High,High Floor
flat,Sobha,sector 113,4.3,16557.57,4,0,0,Old Property,2597.0,0,0,0,0,0,0,High,High Floor
flat,Dlf,Dlf,0.255,3750.0,2,0,2,New Property,680.0,0,0,0,0,0,1,Medium,Low Floor
flat,Rajiv,Rajiv,0.8,15037.59,2,0,0,New Property,532.0,0,0,0,0,0,0,Medium,High Floor
flat,Chd Avenue,sector 4,0.7,10852.71,3,0,0,New Property,645.0,0,0,0,0,0,0,Medium,High Floor
flat,Ambience Creacions,sector 2,1.9,10982.66,3,0,0,Under Construction,1730.0,0,0,0,0,0,1,Medium,High Floor
flat,Pocket H Palam,sector 93,2.5,16339.87,3,0,0,Old Property,1530.0,0,0,0,0,0,1,Medium,Low Floor
flat,Signature De Luxe Dxp,Signature De Luxe Dxp,5.5,22000.0,4,0,0,New Property,2500.0,0,0,0,0,0,1,High,Low Floor
flat,Rosewood,sector 37,1.0,5899.71,3,0,0,New Property,1695.0,0,0,0,0,0,0,Medium,High Floor
flat,Gwal Pahari,sector 69,2.55,23181.82,3,0,0,New Property,1100.0,0,0,0,0,0,0,Medium,High Floor
flat,sector 79,sector 79,0.45,7601.35,2,0,0,New Property,592.0,0,0,0,0,0,0,Medium,High Floor
flat,Signature,sector 104,3.6,14693.88,3,0,0,New Property,2450.0,0,0,0,0,0,0,Medium,High Floor
flat,Pyramid Fusion,sector 36,1.25,11563.37,3,0,0,New Property,1081.0,0,0,0,0,0,1,Medium,Low Floor
flat,Elan Presidential,sector 70,1.89,13152.4,3,0,0,New Property,1437.0,0,0,0,0,0,1,Medium,High Floor
flat,Brisk Lumb,sector 70,2.2,14569.54,2,0,0,New Property,1510.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Independent Dlf,sector 89,1.3,10869.57,2,0,0,New Property,1196.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Lord Krishna,sector 37,1.7,9855.07,3,0,0,Old Property,1725.0,0,0,0,0,0,1,Medium,Low Floor
flat,Smartworld Gems,Smartworld Gems,1.7,17000.0,10,0,3+,New Property,1000.0,0,0,0,0,0,1,Medium,Low Floor
flat,Orris C Greenopolis,sector 92,1.05,10396.04,2,0,0,Under Construction,1010.0,0,0,0,0,0,1,Low,High Floor
flat,New Palam,sector 63,4.0,23529.41,3,0,0,New Property,1700.0,0,0,0,0,0,1,Medium,Low Floor
flat,Baani Center,sector 103,1.61,14185.02,3,3,3,New Property,1135.0,0,1,0,0,0,1,High,High Floor
flat,Jalvayu Tower,sector 67,0.79,12640.0,2,0,0,New Property,625.0,0,0,0,0,0,0,Medium,High Floor
flat,Conscient Habitat,sector 30,5.3,22381.76,3,0,0,New Property,2368.0,0,0,0,0,0,1,Medium,High Floor
flat,Supertech Araville,sector 93,1.8,12032.09,3,0,0,Under Construction,1496.0,0,0,0,0,0,1,Medium,High Floor
flat,M3M Antalya Hills I,sector 46,2.4,20869.57,3,0,0,New Property,1150.0,0,0,0,0,0,1,Medium,Low Floor
flat,Indiabulls Club,sector 92,1.15,11991.66,2,0,0,New Property,959.0,0,0,0,0,0,1,Low,Mid Floor
flat,M3M Cosmopolitan,sector 57,2.65,18928.57,3,0,0,New Property,1400.0,0,0,0,0,0,1,Medium,Low Floor
flat,Tata La Vida,sector 43,3.99,17347.83,4,4,0,New Property,2300.0,1,1,0,0,0,1,High,Low Floor
flat,Spaze Privy,sector 82,1.15,10150.04,2,0,0,New Property,1133.0,0,0,0,0,0,0,Medium,Low Floor
flat,Godrej,sector 1,1.76,11450.88,4,0,0,New Property,1537.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Signature Sco,sector 103,2.3,12105.26,3,0,0,New Property,1900.0,0,0,0,0,0,0,Medium,High Floor
flat,Atsmarigold,sector 90,1.25,9245.56,2,0,0,New Property,1352.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Ganpati Heights,sector 89,1.6,10322.58,3,0,0,New Property,1550.0,0,0,0,0,0,1,Medium,Mid Floor
flat,Ansal C,sector 102,2.6,13763.9,3,0,0,New Property,1889.0,0,0,0,0,0,1,Medium,High Floor
flat,Central Park,sector 95,0.69,10313.9,2,0,0,New Property,669.0,0,0,0,0,0,1,Low,High Floor
flat,Dlf Plot,sector 46,7.45,37250.0,3,0,0,Old Property,2000.0,0,0,0,0,0,1,Medium,High Floor
flat,Gls Arawali,sector 83,2.6,13684.21,3,0,0,New Property,1900.0,0,0,0,0,0,1,Medium,High Floor
flat,Ansal Api Esencia,sector 63,2.5,17006.8,3,0,0,Old Property,1470.0,0,0,0,0,0,0,Medium,Low Floor
flat,Joy Kunj Apartment,sector 67,0.85,14214.05,2,0,0,New Property,598.0,0,0,0,0,0,1,Low,High Floor
flat,Signature,sector 69,2.3,19166.67,3,0,0,New Property,1200.0,0,0,0,0,0,0,Medium,High Floor
flat,Ambience Creacions,sector 103,2.1,10547.46,3,0,0,New Property,1991.0,0,0,0,0,0,0,Medium,High Floor
flat,sector 70,sector 70,46.0,182178.22,4,0,0,New Property,2525.0,0,0,0,0,0,1,High,Low Floor
flat,Signature,sector 77,2.3,16452.07,3,0,0,New Property,1398.0,0,0,0,0,0,2,Medium,High Floor
flat,sector 77,sector 77,1.95,13448.28,3,0,0,New Property,1450.0,0,0,0,0,0,1,Medium,Low Floor
flat,Godrej Zenith,sector 79,1.65,12452.83,3,0,0,New Property,1325.0,0,0,0,0,0,1,Medium,Mid Floor
flat,Indiabulls Centrum Park,sector 70,2.09,20900.0,3,0,0,New Property,1000.0,0,0,0,0,0,1,Medium,Low Floor
flat,sector 67,sector 67,7.25,18125.0,5,0,0,New Property,4000.0,0,0,0,0,0,0,High,Low Floor
flat,Vatika Iris,Vatika Iris,3.25,15476.19,4,0,0,New Property,2100.0,0,0,0,0,0,1,Medium,Mid Floor
flat,sector 70,sector 70,3.2,20447.28,3,0,0,New Property,1565.0,0,0,0,0,0,1,Medium,Low Floor
flat,Imperia Esfera,sector 63,3.6,15652.17,3,0,0,New Property,2300.0,0,0,0,0,0,1,Medium,Low Floor
flat,Huda,sector 110,0.32,5818.18,2,0,0,New Property,550.0,0,0,0,0,0,0,Medium,Low Floor
flat,Chd Avenue,sector 33,1.8,18072.29,3,0,0,New Property,996.0,0,0,0,0,0,0,Medium,High Floor
flat,Signum D,sector 52,2.5,10477.79,3,0,0,New Property,2386.0,0,0,0,0,0,0,Medium,High Floor
flat,Sare Crescent Parc Petioles,sector 9,1.9,31666.67,2,0,0,New Property,600.0,0,0,0,0,0,0,Medium,Low Floor
flat,Huda,sector 102,4.25,20142.18,4,0,0,New Property,2110.0,0,0,0,0,0,0,High,High Floor
flat,Whitelandaspen One,sector 79,2.3,14520.2,3,0,0,Old Property,1584.0,0,0,0,0,0,1,Medium,Low Floor
flat,Ganga Tathastu,sector 48,7.0,35000.0,3,0,0,New Property,2000.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Gls Arawali,Gls Arawali,5.0,19230.77,5,0,0,New Property,2600.0,0,0,0,0,0,0,High,Mid Floor
flat,Signature Park,sector 106,5.7,33687.94,4,0,0,Under Construction,1692.0,0,0,0,0,0,1,Medium,High Floor
flat,Ardee,sector 33,1.69,12028.47,2,0,0,Old Property,1405.0,0,0,0,0,0,1,Low,High Floor
flat,Bptp Green Oaks,sector 84,2.3,13529.41,3,0,0,New Property,1700.0,0,0,0,0,0,0,Medium,Low Floor
flat,Saraswati Enclave,sector 112,15.5,20945.95,5,0,0,New Property,7400.0,0,0,0,0,0,2,High,Low Floor
flat,Tarc Ishva,Tarc Ishva,0.45,4500.0,3,0,0,New Property,1000.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Godrej Zenith,Godrej Zenith,4.0,15384.62,4,0,0,New Property,2600.0,0,0,0,0,0,1,High,High Floor
flat,Anant Raj Plots,sector 110,2.4,13994.17,2,0,0,New Property,1715.0,0,0,0,0,0,1,Medium,High Floor
flat,Uphaar,sector 80,2.52,15750.0,3,0,0,New Property,1600.0,0,0,0,0,0,1,Medium,High Floor
flat,Signature Park,sector 63,2.19,18250.0,3,0,0,New Property,1200.0,0,0,0,0,0,1,Medium,Low Floor
flat,Rajendra Park,sector 81,1.3,9372.75,3,0,0,Under Construction,1387.0,0,0,0,0,0,1,Medium,High Floor
flat,sector 37,sector 37,1.4,10152.28,2,0,0,New Property,1379.0,0,0,0,0,0,0,Medium,High Floor
flat,Tulip Violet,Tulip Violet,9.0,31578.95,4,0,0,New Property,2850.0,0,0,0,0,0,0,High,Low Floor
flat,Pivotal Devaan,sector 81,0.7,12323.94,2,0,0,New Property,568.0,0,0,0,0,0,1,Low,High Floor
flat,Elan Presidential,sector 36,4.1,38679.25,3,0,0,New Property,1060.0,0,0,0,0,0,1,Medium,Mid Floor
flat,Perfect Buildwell Zara Aavaas,sector 86,1.0,7352.94,2,0,0,New Property,1360.0,0,0,0,0,0,1,Low,High Floor
flat,sector 76,sector 76,7.15,21666.67,4,0,0,Under Construction,3300.0,0,0,0,0,0,0,High,High Floor
flat,Pilots Court,Pilots Court,3.05,20118.73,2,0,0,New Property,1516.0,0,0,0,0,0,1,Medium,High Floor
flat,Elevate Reserve,sector 68,1.25,18011.53,2,0,0,New Property,694.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Signature,sector 106,5.75,18705.27,4,0,0,Under Construction,3074.0,0,0,0,0,0,1,High,High Floor
flat,Signature,sector 23,9.0,36000.0,3,0,0,New Property,2500.0,0,0,0,0,0,0,High,Low Floor
flat,Conscient Elevate,Conscient Elevate,7.7,40547.66,4,0,0,New Property,1899.0,0,0,0,0,0,1,Medium,High Floor
flat,Vatika,sector 70,1.59,13826.09,2,0,0,New Property,1150.0,0,0,0,0,0,0,Medium,High Floor
flat,Smartworld One Dxp,sector 36,1.08,12000.0,3,0,0,New Property,900.0,0,0,0,0,0,1,Medium,Low Floor
flat,Ashok,sector 14,7.0,28294.26,4,0,0,New Property,2474.0,0,0,0,0,0,0,High,Low Floor
flat,Maruti Kunj,sector 67,2.35,18076.92,2,2,2,New Property,1300.0,0,0,0,0,0,1,Medium,Mid Floor
flat,Ashiana Silver Crest,sector 13,0.45,4807.69,1,0,0,New Property,936.0,0,0,0,0,0,0,Medium,Low Floor
flat,sector 92,sector 92,1.85,15416.67,3,0,0,Old Property,1200.0,0,0,0,0,0,1,Medium,Mid Floor
flat,Vk Greens,sector 52,2.45,16118.42,4,0,0,New Property,1520.0,0,0,0,0,0,1,Medium,Low Floor
flat,Lorven Ashiana Mulberry,sector 69,5.65,21003.72,3,0,0,New Property,2690.0,0,0,0,0,0,1,Medium,High Floor
flat,Signature,sector 37,1.3,10156.25,2,0,0,New Property,1280.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Dlf,sector 81,2.05,11388.89,4,0,0,New Property,1800.0,0,0,0,0,0,0,Medium,High Floor
flat,Ramprastha Primera,sector 70,2.55,16865.08,2,0,0,New Property,1512.0,0,0,0,0,0,1,Medium,Mid Floor
flat,Tulip Violet,sector 49,4.9,44144.14,3,0,0,Under Construction,1110.0,0,0,0,0,0,0,Medium,High Floor
flat,Supertech Basera,sector 79,1.7,10925.45,3,0,0,Old Property,1556.0,0,0,0,0,0,1,Medium,Mid Floor
flat,Puri Emerald Bay,sector 79,2.06,13428.94,3,0,0,Old Property,1534.0,0,0,0,0,0,0,Medium,Low Floor
flat,Signature Golf Greens,Signature Golf Greens,0.8,5089.06,3,0,0,New Property,1572.0,0,0,0,0,0,1,Medium,High Floor
flat,Signature Park,sector 95,0.65,10077.52,3,0,0,New Property,645.0,0,0,0,0,0,1,Medium,High Floor
flat,Tulip Orange,sector 92,2.0,11111.11,4,0,0,New Property,1800.0,0,0,0,0,0,0,Medium,High Floor
flat,Gpl Eden Heights,sector 89,1.26,10535.12,2,0,0,New Property,1196.0,0,0,0,0,0,1,Low,Low Floor
flat,Smartworld Gems,sector 52,1.35,10188.68,3,0,0,New Property,1325.0,0,0,0,0,0,1,Medium,Low Floor
flat,Ramprastha Skyz,sector 85,2.7,17845.34,4,0,0,New Property,1513.0,0,1,0,0,0,1,High,Low Floor
flat,Adani Aangan,sector 95,0.73,11642.74,2,0,0,New Property,627.0,0,0,0,0,0,1,Low,Mid Floor
flat,Saraswati Enclave,sector 33,1.44,14876.03,2,0,0,New Property,968.0,0,0,0,0,0,0,Medium,High Floor
flat,Signature,sector 12,2.5,17421.6,8,0,3+,New Property,1435.0,0,0,0,0,0,1,Medium,Low Floor
flat,Adani Samsara Vilasa,Adani Samsara Vilasa,0.65,6500.0,3,0,2,New Property,1000.0,0,0,0,0,0,0,Medium,Low Floor
flat,Indiabulls Centrum Park,sector 99,1.5,10989.01,2,0,0,New Property,1365.0,0,0,0,0,0,1,Low,High Floor
flat,Shree Vardhman Mantra,sector 89,3.9,17639.08,3,0,0,Old Property,2211.0,0,0,0,0,0,1,Medium,High Floor
flat,Unitech Uniworld,Unitech Uniworld,4.0,22988.51,4,0,0,New Property,1740.0,0,0,0,0,0,1,Medium,High Floor
flat,Signature,sector 49,3.5,12500.0,4,0,0,New Property,2800.0,0,0,0,0,0,1,High,Low Floor
flat,sector 86,sector 86,2.25,22500.0,3,0,0,New Property,1000.0,0,0,0,0,0,2,Medium,High Floor
flat,Huda,sector 4,0.7,9333.33,3,0,0,New Property,750.0,0,0,0,0,0,0,Medium,High Floor
flat,Signature,sector 47,3.5,19444.44,4,0,0,New Property,1800.0,0,0,0,0,0,2,Medium,Mid Floor
flat,sector 61,sector 61,2.6,16300.94,3,0,0,New Property,1595.0,0,0,0,0,0,1,Medium,Low Floor
flat,Huda,sector 103,1.58,10668.47,2,0,0,New Property,1481.0,0,0,0,0,0,0,Medium,High Floor
flat,Vatika Iris,sector 89,1.7,12454.21,3,0,0,New Property,1365.0,0,0,0,0,0,0,Medium,Low Floor
flat,sector 102,sector 102,2.27,12971.43,4,0,0,New Property,1750.0,0,0,0,0,0,0,Medium,Low Floor
flat,Prasha Cghs,sector 89,1.35,11297.07,2,0,0,New Property,1195.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Indiabulls Centrum Park,sector 92,0.55,4166.67,2,2,3,New Property,1320.0,0,0,0,0,0,0,Medium,High Floor
flat,Shree Vardhman Flora,sector 106,3.25,16233.77,3,0,0,New Property,2002.0,0,0,0,0,0,0,Medium,Mid Floor
flat,M3M Soulitude,sector 37,0.72,12080.54,2,0,0,New Property,596.0,0,0,0,0,0,0,Medium,High Floor
flat,Adani Mk Oyster Grande,sector 56,2.6,13333.33,3,0,0,New Property,1950.0,0,0,0,0,0,0,Medium,High Floor
flat,Signature Roselia,sector 89,1.32,14715.72,2,0,0,New Property,897.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Shapoorji Dualis,sector 104,1.35,9336.1,3,0,0,New Property,1446.0,0,0,0,0,0,1,Medium,High Floor
flat,Lotus Villas,sector 88,1.75,11961.72,2,0,0,New Property,1463.0,0,0,0,0,0,1,Low,High Floor
flat,Sushant Lok,Sushant Lok,0.7,5083.51,2,0,0,New Property,1377.0,0,0,0,0,0,0,Medium,Low Floor
flat,Emaar Palm Garden,sector 57,3.0,12500.0,4,0,0,New Property,2400.0,0,0,0,0,0,1,Medium,Low Floor
flat,Signature,sector 57,3.3,14582.41,4,0,0,Old Property,2263.0,0,0,0,0,0,1,Medium,Low Floor
flat,Pyramid Urbana,sector 109,1.87,8697.67,3,0,0,New Property,2150.0,0,0,0,0,0,0,Medium,High Floor
flat,Tulip Yellow,Tulip Yellow,2.0,18132.37,2,0,0,New Property,1103.0,0,0,0,0,0,0,Medium,Low Floor
flat,Paras Irene,sector 92,2.0,9569.38,4,0,0,New Property,2090.0,0,0,0,0,0,0,High,High Floor
flat,Unitech Escape,sector 60,4.67,22691.93,3,0,0,New Property,2058.0,0,0,0,0,0,1,Medium,High Floor
flat,Emaar Palm Hills,sector 33,1.2,6666.67,3,0,0,Old Property,1800.0,0,0,0,0,0,0,Medium,High Floor
flat,sector 89,sector 89,1.5,23809.52,2,0,0,New Property,630.0,0,0,0,0,0,0,Medium,Low Floor
flat,Emaar Palm Hills,Emaar Palm Hills,0.25,4545.45,2,0,0,New Property,550.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Signature,sector 112,5.0,17844.4,3,0,0,New Property,2802.0,0,0,0,0,0,1,Medium,High Floor
flat,Bptp Green Oaks,Bptp Green Oaks,0.28,3733.33,2,0,0,New Property,750.0,0,0,0,0,0,0,Medium,High Floor
flat,Ansal Api Esencia,sector 48,3.65,20551.8,3,0,0,New Property,1776.0,0,0,0,0,0,2,Medium,Low Floor
flat,sector 92,sector 92,1.32,13821.99,2,0,0,Under Construction,955.0,0,0,0,0,0,1,Low,High Floor
flat,Unitech Vistas,sector 33,1.8,24896.27,3,0,0,New Property,723.0,0,0,0,0,0,2,Medium,Mid Floor
flat,sector 35,sector 35,1.5,10526.32,2,0,0,New Property,1425.0,0,0,0,0,0,1,Low,High Floor
flat,Ashiana Anmol,sector 49,4.5,34695.45,3,0,0,Under Construction,1297.0,0,0,0,0,0,0,Medium,High Floor
flat,Ram Shanti Apartment,sector 83,1.85,11562.5,3,0,0,New Property,1600.0,0,0,0,0,0,0,Medium,High Floor
flat,sector 110,sector 110,2.75,19097.22,4,0,0,New Property,1440.0,0,0,0,0,0,1,Medium,Low Floor
flat,Dlf Privana West,sector 85,1.75,12254.9,3,0,0,New Property,1428.0,0,0,0,0,0,0,Medium,Low Floor
flat,Conscient Heritage Max,sector 95,0.58,10338.68,2,0,0,New Property,561.0,0,0,0,0,0,1,Low,High Floor
flat,sector 69,sector 69,4.72,24205.13,3,0,0,New Property,1950.0,0,0,0,0,0,1,Medium,High Floor
flat,Bella Vista Central Park,sector 79,1.55,11698.11,3,0,0,New Property,1325.0,0,0,0,0,0,0,Medium,Low Floor
flat,Tulip Garden,sector 99,2.55,13151.11,3,0,0,New Property,1939.0,0,0,0,0,0,1,Medium,Low Floor
flat,Elan Presidential,Elan Presidential,5.0,22727.27,4,0,0,New Property,2200.0,0,1,0,0,0,1,High,Low Floor
flat,Godrej Nature Plus,sector 24,4.0,18273.18,3,0,0,New Property,2189.0,0,0,0,0,0,0,Medium,High Floor
flat,Golden,sector 67,1.6,10666.67,3,0,0,New Property,1500.0,0,0,0,0,0,1,Medium,Low Floor
flat,Sihi,sector 77,3.0,15000.0,3,0,0,New Property,2000.0,0,0,0,0,0,1,Medium,High Floor
flat,Experion W,sector 76,0.905,14549.84,2,0,3,New Property,622.0,0,0,0,0,0,1,Medium,Low Floor
flat,Palam,sector 78,0.8,6525.29,2,0,0,New Property,1226.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Sweta Central Park,Sweta Central Park,6.3,21021.02,4,0,0,New Property,2997.0,0,0,0,0,0,1,High,High Floor
flat,Kashish Manor,sector 82,0.8,4733.73,3,0,0,New Property,1690.0,0,0,0,0,0,0,Medium,High Floor
flat,Godrej Frontier,Godrej Frontier,0.75,6000.0,3,0,0,New Property,1250.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Laburnum Victory,Laburnum Victory,0.6,3000.0,4,0,1,New Property,2000.0,0,0,0,0,0,1,Medium,Low Floor
flat,Signature,Signature,1.75,17500.0,2,0,0,New Property,1000.0,0,0,0,0,0,1,Low,Low Floor
flat,Corona Optus,sector 92,1.5,12000.0,3,0,0,New Property,1250.0,0,0,0,0,0,0,Medium,Mid Floor
flat,sector 49,sector 49,4.4,23706.9,3,3,3,Under Construction,1856.0,0,0,0,0,0,1,Medium,High Floor
flat,Signature Synera,sector 7,0.5,5555.56,3,0,0,New Property,900.0,0,0,0,0,0,1,Medium,Low Floor
flat,Breez Global Heights,Breez Global Heights,1.74,12691.47,2,0,0,New Property,1371.0,0,0,0,0,0,1,Low,High Floor
flat,Krisumi Waterfall,sector 84,1.95,1391.96,3,0,0,New Property,14009.0,0,0,0,0,0,2,High,Low Floor
flat,Ansal Height,sector 82,3.37,18536.85,3,0,0,New Property,1818.0,0,0,0,0,0,1,Medium,High Floor
flat,Whitelandaspen One,sector 36,1.96,28120.52,2,0,0,New Property,697.0,0,0,0,0,0,0,Medium,High Floor
flat,M3M Heights,sector 46,1.15,6388.89,3,0,0,New Property,1800.0,0,0,0,0,0,0,Medium,Low Floor
flat,M3Mar,sector 89,1.15,10426.11,2,0,0,Old Property,1103.0,0,0,0,0,0,0,Medium,Low Floor
flat,Elan Presidential,Elan Presidential,0.9,16666.67,2,0,0,New Property,540.0,0,0,0,0,0,1,Low,Low Floor
flat,Huda,Huda,2.05,13225.81,3,0,0,Under Construction,1550.0,0,0,0,0,0,0,Medium,High Floor
flat,sector 48,sector 48,5.5,13095.24,5,0,0,New Property,4200.0,0,0,0,0,0,1,High,Low Floor
flat,Shree Vardhman Victoria,sector 21,12.0,20000.0,3,0,0,New Property,6000.0,0,0,0,0,0,1,Medium,Low Floor
flat,Signature Park,sector 65,4.0,19474.2,3,0,0,New Property,2054.0,0,0,0,0,0,1,Medium,High Floor
flat,Ireothe Corridors,sector 36,1.25,16666.67,3,0,0,New Property,750.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Nimai Place,sector 85,2.2,13134.33,3,0,0,New Property,1675.0,0,0,0,0,0,1,Medium,High Floor
flat,Rajiv,Rajiv,5.0,11775.79,4,0,0,New Property,4246.0,0,0,0,0,0,0,High,High Floor
flat,Signature,sector 37,0.65,11092.15,2,0,0,New Property,586.0,0,0,0,0,0,0,Medium,Low Floor
flat,Ardee,Ardee,3.5,23333.33,3,0,0,New Property,1500.0,0,0,0,0,0,1,Medium,High Floor
flat,Smartworld Sky Arc,sector 70,1.75,8333.33,3,0,0,New Property,2100.0,0,0,0,0,0,1,Medium,Low Floor
flat,Ild Grand,sector 81,1.28,13417.19,2,0,0,New Property,954.0,0,0,0,0,0,1,Low,Mid Floor
flat,Lavanya,sector 89,3.2,18518.52,3,0,0,Under Construction,1728.0,0,0,0,0,0,1,Medium,High Floor
flat,M3M Escala,sector 103,1.95,19500.0,3,0,0,New Property,1000.0,0,0,0,0,0,1,Medium,High Floor
flat,Godrej Aristocrat,sector 36,1.2,11100.83,3,0,0,New Property,1081.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Signature,sector 107,0.5,9276.44,2,0,0,New Property,539.0,0,0,0,0,0,1,Low,Mid Floor
flat,M3M Antalya Hills I,sector 81,2.05,13870.09,3,0,0,Under Construction,1478.0,1,0,0,0,0,0,Medium,High Floor
flat,Raheja Sampada,sector 67,3.69,15702.13,4,0,0,New Property,2350.0,0,0,0,0,0,1,Medium,Low Floor
flat,Rof Ananda,sector 108,3.36,19637.64,3,0,0,New Property,1711.0,0,0,0,0,0,1,Medium,Mid Floor
flat,Sare Petioles,sector 57,2.65,13589.74,3,0,0,New Property,1950.0,0,0,0,0,0,1,Medium,Low Floor
flat,sector 37,sector 37,1.9,13194.44,3,0,0,New Property,1440.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Cosmos,sector 70,2.25,14377.0,3,0,0,Old Property,1565.0,0,1,0,0,0,0,High,High Floor
flat,Orris Aster Court Premier,sector 79,1.7,14938.49,2,0,0,Old Property,1138.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Signature Roselia,sector 56,3.25,21666.67,4,0,0,New Property,1500.0,0,0,0,0,0,1,Medium,High Floor
flat,Godrej Nature Plus,sector 79,2.8,2074.07,3,0,0,Under Construction,13500.0,0,0,0,0,0,0,High,High Floor
flat,Adarsh,sector 91,1.4,9971.51,2,0,0,New Property,1404.0,0,0,0,0,0,0,Medium,High Floor
