property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_category,floor_category
flat,Vipul World,sector 93,2.4,15686.27,3,0,0,New Property,1530.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Dlf New Heights,sector 52,2.5,10477.79,3,0,0,New Property,2386.0,0,0,0,0,0,0,Medium,High Floor
flat,sector 89,sector 89,1.85,12382.86,3,0,0,New Property,1494.0,0,0,0,0,0,0,Medium,Low Floor
flat,sector 80,sector 80,3.11,29256.82,3,0,0,Under Construction,1063.0,0,0,0,0,0,1,Medium,High Floor
flat,sector 81,sector 81,3.7,13909.77,3,0,0,New Property,2660.0,0,0,0,0,0,0,High,High Floor
flat,Central Park Cerise Suites,Central Park Cerise Suites,2.7,22131.15,3,0,0,Under Construction,1220.0,0,0,0,0,0,1,Medium,High Floor
flat,Ashok,sector 89,1.96,15469.61,2,0,0,Under Construction,1267.0,0,0,0,0,0,0,Medium,High Floor
flat,Signature,sector 81,1.87,14960.0,3,0,0,Under Construction,1250.0,0,0,0,0,0,0,Medium,High Floor
flat,Ambience Creacions,sector 92,1.2,11881.19,2,0,0,Old Property,1010.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Manor One Kashish,sector 49,4.4,22000.0,3,0,0,Old Property,2000.0,0,0,0,0,0,1,Medium,High Floor
flat,Ashiana Anmol,sector 7,1.2,10909.09,3,0,0,New Property,1100.0,0,0,0,0,0,1,Medium,Low Floor
flat,sector 79,sector 79,1.79,11496.47,3,0,0,New Property,1557.0,0,0,0,0,0,1,Medium,Low Floor
flat,Ild Grand,sector 79,2.0,13623.98,2,0,0,New Property,1468.0,0,0,0,0,0,1,Low,High Floor
flat,Jms Majestic,sector 89,1.7,10591.9,2,0,0,New Property,1605.0,0,0,0,0,0,1,Medium,High Floor
flat,M3M Antalya Hills I,sector 85,1.95,22674.42,2,0,0,New Property,860.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Ss L,sector 69,3.3,17368.42,4,0,0,New Property,1900.0,0,0,0,0,0,0,Medium,High Floor
flat,Godrej Frontier,sector 89,3.0,17846.52,3,0,0,Under Construction,1681.0,0,0,0,0,0,0,Medium,High Floor
flat,Budhera,sector 92,1.2,8010.68,2,0,0,New Property,1498.0,0,0,0,0,0,0,Medium,High Floor
flat,Ambience Creacions,sector 8,0.65,7222.22,3,0,0,New Property,900.0,0,0,0,0,0,1,Medium,Mid Floor
flat,Puri Emerald Bay,Puri Emerald Bay,3.7,74000.0,1,0,0,New Property,500.0,0,0,0,0,0,0,Medium,Low Floor
flat,sector 54,sector 54,20.0,62992.13,4,0,0,New Property,3175.0,0,0,0,0,0,1,High,High Floor
flat,sector 86,sector 86,2.25,15202.7,3,0,0,New Property,1480.0,0,0,0,0,0,1,Medium,High Floor
flat,Godrej Air,sector 95,0.65,10690.79,2,0,0,New Property,608.0,0,0,0,0,0,0,Medium,High Floor
flat,sector 63,sector 63,3.0,14191.11,3,0,0,New Property,2114.0,0,0,0,0,0,1,Medium,Low Floor
flat,Mapsko Casa Bella,sector 76,3.62,15536.48,3,0,0,Under Construction,2330.0,0,0,0,0,0,1,Medium,High Floor
flat,Central Park,Central Park,4.95,27500.0,5,0,0,New Property,1800.0,0,0,0,0,0,1,Medium,Mid Floor
flat,Ashiana Center Court,Ashiana Center Court,3.8,21111.11,4,0,0,New Property,1800.0,0,0,0,0,0,1,Medium,Mid Floor
flat,Mk Olive Green,sector 48,2.8,14470.28,3,0,0,New Property,1935.0,0,0,0,0,0,0,Medium,Low Floor
flat,Ardee,sector 85,2.0,14285.71,2,0,0,New Property,1400.0,0,0,0,0,0,0,Medium,High Floor
flat,Godrej Aristocrat,sector 4,0.6,7957.56,3,0,0,New Property,754.0,0,0,0,0,0,0,Medium,High Floor
flat,Chd Avenue,sector 79,1.1,12415.35,2,0,0,New Property,886.0,0,0,0,0,0,0,Medium,Low Floor
flat,Whitelandthe Aspen,sector 37,1.25,20833.33,2,0,0,New Property,600.0,0,0,0,0,0,1,Low,Low Floor
flat,Signature,sector 83,1.05,10000.0,2,0,0,New Property,1050.0,0,0,0,0,0,1,Low,Low Floor
flat,Puri Diplomatic,sector 57,1.25,8333.33,3,0,0,New Property,1500.0,0,0,0,0,0,0,Medium,High Floor
flat,Microtek Greenburg,sector 51,3.25,20967.74,3,0,0,New Property,1550.0,0,0,0,0,0,1,Medium,Low Floor
flat,M3M Capital,sector 37,3.9,29545.45,3,0,0,Under Construction,1320.0,0,0,0,0,0,0,Medium,High Floor
flat,Pyramid Inf,sector 99,2.47,11488.37,3,0,0,New Property,2150.0,0,0,0,0,0,1,Medium,High Floor
flat,Dlf Regency Park,sector 52,3.05,16944.44,4,0,0,New Property,1800.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Pyramid Heights,sector 36,5.75,29517.45,3,0,0,Under Construction,1948.0,0,0,0,0,0,1,Medium,High Floor
flat,sector 52,sector 52,3.25,16129.03,4,0,0,New Property,2015.0,0,0,0,0,0,0,High,Mid Floor
flat,Signature,sector 92,1.25,7987.22,3,0,0,New Property,1565.0,0,0,0,0,0,1,Medium,High Floor
flat,Sushant Lok,Sushant Lok,9.0,28846.15,4,0,0,New Property,3120.0,0,0,0,0,0,1,High,Mid Floor
flat,Santur Aspira,sector 89,6.5,19902.02,4,0,0,Under Construction,3266.0,0,0,0,0,0,0,High,High Floor
flat,Conscient Heritage Max,sector 82,1.7,16472.87,2,0,0,New Property,1032.0,0,0,0,0,0,1,Low,Low Floor
flat,sector 82,sector 82,2.3,12253.6,3,0,0,New Property,1877.0,0,0,0,0,0,1,Medium,High Floor
flat,Dlf Privana West,sector 103,0.65,5220.88,2,0,0,Old Property,1245.0,0,0,0,0,0,0,Medium,High Floor
flat,Oxirich Ch,sector 90,2.65,11209.81,4,0,0,New Property,2364.0,0,0,1,1,0,2,High,High Floor
flat,Jyoti Park,sector 32,1.6,14638.61,2,0,0,New Property,1093.0,0,0,0,0,0,1,Low,Low Floor
flat,Rof Ananda,sector 53,8.0,32362.46,3,0,0,New Property,2472.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Signature,sector 89,3.75,18750.0,3,0,0,New Property,2000.0,0,0,0,0,0,1,Medium,High Floor
flat,Tulip Garden,sector 65,2.65,18996.42,3,0,0,New Property,1395.0,0,0,0,0,0,1,Medium,Low Floor
flat,Smartworld Orchard,sector 81,2.4,13259.67,3,0,0,New Property,1810.0,0,0,0,0,0,0,Medium,High Floor
flat,Bestech Park View Spa,sector 31,2.34,10125.49,3,0,0,New Property,2311.0,0,0,0,0,0,1,Medium,High Floor
flat,M3M Paragon,M3M Paragon,0.46,6388.89,2,0,0,New Property,720.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Sushant Lok,sector 106,1.35,9747.29,2,0,0,New Property,1385.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Civil L,sector 86,2.25,22500.0,3,0,0,New Property,1000.0,0,0,0,0,0,2,Medium,High Floor
flat,Group Silverglades Melia,sector 83,1.52,12666.67,3,0,0,New Property,1200.0,0,0,0,0,0,1,Medium,Low Floor
flat,Maruti,sector 31,5.5,18333.33,5,0,0,New Property,3000.0,0,0,0,0,0,0,High,Low Floor
flat,Suncity Avenue,Suncity Avenue,3.5,12962.96,3,0,0,New Property,2700.0,0,0,0,0,0,1,Medium,Low Floor
flat,Unitech Deerwood,sector 92,0.55,4166.67,2,2,3,New Property,1320.0,0,0,0,0,0,0,Medium,High Floor
flat,Lndependent Dlf I,sector 62,4.1,32539.68,3,0,0,Under Construction,1260.0,0,0,0,0,0,0,Medium,High Floor
flat,Ramprastha Skyz,sector 36,1.96,28120.52,2,0,0,New Property,697.0,0,0,0,0,0,0,Medium,High Floor
flat,Adani Samsara,sector 92,1.85,15416.67,3,0,0,Old Property,1200.0,0,0,0,0,0,1,Medium,Mid Floor
flat,Ansal Api Esencia,sector 68,2.25,14222.5,3,0,0,New Property,1582.0,0,0,0,0,0,1,Medium,Mid Floor
flat,Spaze Apotel,Spaze Apotel,7.7,40547.66,4,0,0,New Property,1899.0,0,0,0,0,0,1,Medium,High Floor
flat,M3M Capital,sector 23,9.0,36000.0,3,0,0,New Property,2500.0,0,0,0,0,0,0,High,Low Floor
flat,Ireothe Corridors,sector 103,1.58,10668.47,2,0,0,New Property,1481.0,0,0,0,0,0,0,Medium,High Floor
flat,Dlf Amaltas Drive,Dlf Amaltas Drive,4.1,20500.0,4,0,0,New Property,2000.0,0,0,0,0,0,0,High,Mid Floor
flat,Unitech Uniworld Garden,sector 69,2.4,15209.13,3,0,0,New Property,1578.0,0,0,0,0,0,1,Medium,Mid Floor
flat,Dlf Dlf Galleria,sector 92,2.5,11155.73,4,0,0,New Property,2241.0,0,0,0,0,0,0,High,Mid Floor
flat,M3M Heights,sector 71,1.05,14112.9,0,0,0,New Property,744.0,0,0,0,0,0,1,Low,High Floor
flat,Unitech Woodstock,sector 36,1.25,16666.67,3,0,0,New Property,750.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Ansal Heights,sector 48,2.0,17543.86,3,0,0,New Property,1140.0,0,0,0,0,0,1,Medium,Low Floor
flat,Gls Avenue,sector 76,7.15,21666.67,4,0,0,Under Construction,3300.0,0,0,0,0,0,0,High,High Floor
flat,M3M Antalya Hills I,sector 71,2.5,15518.31,3,0,0,New Property,1611.0,0,0,0,0,0,1,Medium,Low Floor
flat,Signature,sector 86,1.0,7352.94,2,0,0,New Property,1360.0,0,0,0,0,0,1,Low,High Floor
flat,Ram Shanti Apartment,sector 70,46.0,182178.22,4,0,0,New Property,2525.0,0,0,0,0,0,1,High,Low Floor
flat,Smartworld Gems,sector 82,1.05,11302.48,2,0,0,New Property,929.0,0,0,0,0,0,1,Low,Low Floor
flat,Conscient Parq,sector 93,1.92,12834.22,3,0,0,New Property,1496.0,0,0,0,0,0,1,Medium,High Floor
flat,Bestech Park View Grand Spa,sector 39,3.67,38835.98,3,0,0,New Property,945.0,0,0,0,0,0,0,Medium,Low Floor
flat,Coban,sector 95,0.73,9931.97,3,0,0,New Property,735.0,0,0,0,0,0,0,Medium,Low Floor
flat,Godrej Zenith,sector 74,1.6,13479.36,1,0,0,New Property,1187.0,0,0,0,0,0,1,Low,High Floor
flat,Signature,sector 74,2.25,23684.21,0,0,0,New Property,950.0,0,0,0,0,0,0,Medium,High Floor
flat,Signature,sector 52,2.5,10477.79,3,0,0,New Property,2386.0,0,0,0,0,0,0,Medium,High Floor
flat,Godrej Aristocrat,sector 95,3.0,13953.49,4,0,0,New Property,2150.0,0,0,0,0,0,0,High,High Floor
flat,sector 92,sector 92,2.15,13030.3,4,0,0,New Property,1650.0,0,0,0,0,0,0,Medium,High Floor
flat,M3M Antalya Hills,sector 63,5.0,20408.16,3,0,0,Under Construction,2450.0,0,0,0,0,0,0,Medium,High Floor
flat,Godrej Aria,sector 84,2.3,13529.41,3,0,0,New Property,1700.0,0,0,0,0,0,0,Medium,Low Floor
flat,Vatika Seven Elements,sector 84,2.0,13333.33,4,0,0,New Property,1500.0,0,0,0,0,0,1,Medium,Low Floor
flat,Ss Leaf,sector 55,2.5,17241.38,4,0,0,New Property,1450.0,0,0,0,0,0,1,Medium,High Floor
flat,Tulip Violet,sector 69,1.15,10454.55,2,0,0,New Property,1100.0,0,0,0,0,0,0,Medium,High Floor
flat,Godrej Zenith,sector 107,1.4,10248.9,2,0,0,New Property,1366.0,0,0,0,0,0,0,Medium,High Floor
flat,Raheja Navodaya,sector 71,3.5,14830.51,3,0,0,Under Construction,2360.0,0,0,0,0,0,1,Medium,High Floor
flat,Breez Global Heights,sector 112,15.5,20945.95,5,0,0,New Property,7400.0,0,0,0,0,0,2,High,Low Floor
flat,sector 79,sector 79,2.3,14520.2,3,0,0,Old Property,1584.0,0,0,0,0,0,1,Medium,Low Floor
flat,Microtek Greenburg,sector 84,3.25,20465.99,4,0,0,New Property,1588.0,0,0,0,0,0,1,Medium,Low Floor
flat,Ramsons Kshitij,sector 5,0.85,8095.24,2,0,0,New Property,1050.0,0,0,0,0,0,1,Low,Low Floor
flat,Anant Raj,sector 79,2.2,13103.04,3,0,0,Under Construction,1679.0,0,0,0,0,0,1,Medium,High Floor
flat,sector 106,sector 106,5.7,33687.94,4,0,0,Under Construction,1692.0,0,0,0,0,0,1,Medium,High Floor
flat,Whitelandaspen One,sector 37,0.6,8955.22,2,0,0,New Property,670.0,0,0,0,0,0,0,Medium,High Floor
flat,Sushant Lok,Sushant Lok,0.45,4500.0,3,0,0,New Property,1000.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Parsvnath Green Ville,Parsvnath Green Ville,1.41,9306.93,3,0,0,Old Property,1515.0,0,0,0,0,0,1,Medium,Mid Floor
flat,Godrej Air,Godrej Air,0.35,5932.2,2,0,0,New Property,590.0,0,0,0,0,0,1,Low,Mid Floor
flat,Arawali,sector 33,1.69,12028.47,2,0,0,Old Property,1405.0,0,0,0,0,0,1,Low,High Floor
flat,Signature,sector 7,0.48,7384.62,2,0,0,New Property,650.0,0,0,0,0,0,1,Low,Mid Floor
flat,Signature,Signature,5.0,19230.77,5,0,0,New Property,2600.0,0,0,0,0,0,0,High,Mid Floor
flat,Palam,sector 92,0.99,6325.88,3,0,0,New Property,1565.0,0,0,0,0,0,0,Medium,High Floor
flat,Mapsko Paradise,sector 66,6.25,29069.77,3,0,0,New Property,2150.0,0,0,0,0,0,1,Medium,High Floor
flat,Rail,Rail,0.85,7522.12,2,0,0,New Property,1130.0,0,0,0,0,0,1,Low,Low Floor
flat,Orchid Island,Orchid Island,3.25,17195.77,3,0,0,New Property,1890.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Signature De Luxe Dxp,sector 55,2.38,9786.18,3,0,0,Old Property,2432.0,0,0,0,0,0,1,Medium,Mid Floor
flat,Pareena,Pareena,0.38,6859.21,2,0,0,New Property,554.0,0,0,0,0,0,1,Low,High Floor
flat,sector 63,sector 63,2.55,19540.23,3,0,0,Old Property,1305.0,0,0,0,0,0,1,Medium,Low Floor
flat,sector 105,sector 105,0.28,4827.59,2,0,0,New Property,580.0,0,0,0,0,0,1,Low,Low Floor
flat,Ansal Heights,sector 32,1.85,15040.65,3,0,0,New Property,1230.0,0,0,0,0,0,0,Medium,Low Floor
flat,Vipul World,sector 107,1.25,5294.37,3,0,0,New Property,2361.0,0,0,0,0,0,0,Medium,Low Floor
flat,Parsvnath Exotica,sector 89,1.7,8900.52,3,0,0,New Property,1910.0,0,0,0,0,0,0,Medium,High Floor
flat,sector 108,sector 108,4.9,30993.04,4,0,0,Under Construction,1581.0,0,0,0,0,0,1,Medium,High Floor
flat,Godrej Zenith,sector 30,15.0,28846.15,5,0,0,New Property,5200.0,0,0,0,0,0,1,High,Mid Floor
flat,Vatika Inxt,sector 104,2.8,21875.0,3,0,0,New Property,1280.0,0,0,0,0,0,1,Medium,High Floor
flat,Vatika Seven Lamps,sector 79,2.25,17578.12,3,0,0,New Property,1280.0,0,0,0,0,0,1,Medium,High Floor
flat,Ansal Estella,sector 67,2.65,13589.74,4,0,0,New Property,1950.0,0,0,0,0,0,1,Medium,Low Floor
flat,Dlf New Heights,sector 61,2.05,26114.65,2,0,0,New Property,785.0,0,0,0,0,0,1,Low,Low Floor
flat,Central Park Flower Valley Flam,sector 42,26.0,24074.07,5,0,0,New Property,10800.0,0,0,0,0,0,0,High,High Floor
flat,Godrej Zenith,sector 92,1.8,10563.38,4,0,0,New Property,1704.0,0,0,0,0,0,0,Medium,Low Floor
flat,Emaar Emerald,sector 104,1.8,10928.96,3,0,0,New Property,1647.0,0,0,0,0,0,2,Medium,High Floor
flat,Bestech Park View Ananda,sector 103,3.5,21084.34,2,0,0,Under Construction,1660.0,0,0,0,0,0,0,Medium,High Floor
flat,Raheja Atlantis,sector 84,1.95,12786.89,4,0,0,New Property,1525.0,0,0,0,0,0,1,Medium,Low Floor
flat,Breez Global Heights,sector 36,1.25,11160.71,3,0,0,New Property,1120.0,0,0,0,0,0,0,Medium,Low Floor
flat,Paras Dews,sector 37,2.8,10967.49,4,0,0,New Property,2553.0,0,0,0,0,0,1,High,Mid Floor
flat,Dlf Skycourt,sector 111,4.2,31746.03,3,0,0,Under Construction,1323.0,0,0,0,0,0,1,Medium,High Floor
flat,Ss Cendana,sector 95,0.92,4444.44,3,0,0,New Property,2070.0,0,0,0,0,0,1,Medium,High Floor
flat,sector 52,sector 52,3.75,13888.89,4,0,0,New Property,2700.0,0,0,0,0,0,0,High,Low Floor
flat,sector 106,sector 106,11.0,26047.83,4,0,0,Old Property,4223.0,0,0,0,0,0,0,High,High Floor
flat,Ansal Heights,sector 36,1.3,12025.9,3,0,0,New Property,1081.0,0,0,0,0,0,0,Medium,Mid Floor
flat,sector 90,sector 90,1.75,9333.33,3,0,0,New Property,1875.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Serenas,sector 69,6.5,19877.68,4,0,0,Old Property,3270.0,0,0,0,0,0,1,High,High Floor
flat,Signature,sector 67,1.0,12642.23,2,0,0,New Property,791.0,0,0,0,0,0,0,Medium,High Floor
flat,Tashee Orion Galaxy,sector 79,3.2,16824.4,3,0,0,Old Property,1902.0,0,0,0,0,0,1,Medium,Low Floor
flat,Nimai Place,sector 93,1.7,11724.14,3,0,0,New Property,1450.0,0,0,0,0,0,0,Medium,Low Floor
flat,sector 79,sector 79,1.95,13087.25,3,0,0,New Property,1490.0,0,0,0,0,0,1,Medium,High Floor
flat,Huda,sector 55,3.5,23333.33,3,0,0,New Property,1500.0,0,0,0,0,0,1,Medium,Low Floor
flat,Indiabulls Centrum Park,sector 37,1.53,20105.12,2,0,0,Under Construction,761.0,0,0,0,0,0,1,Low,High Floor
flat,Palam,sector 73,2.45,20416.67,3,3,0,New Property,1200.0,0,0,1,0,0,0,Medium,Mid Floor
flat,Tulip Violet,sector 35,0.48,7868.85,2,0,0,New Property,610.0,0,0,0,0,0,1,Low,Low Floor
flat,Sare Petioles,sector 49,4.5,22579.03,3,0,0,Old Property,1993.0,0,0,0,0,0,1,Medium,Mid Floor
flat,M3M Broadway,sector 33,2.25,22500.0,2,0,0,New Property,1000.0,0,0,0,0,0,0,Medium,High Floor
flat,Signature Park,sector 70,3.4,15813.95,3,0,0,New Property,2150.0,0,0,0,0,0,1,Medium,High Floor
flat,Ashiana Silver Crest,sector 80,2.52,15750.0,3,0,0,New Property,1600.0,0,0,0,0,0,1,Medium,High Floor
flat,Whitelandaspen One,sector 84,1.75,10144.93,3,0,0,New Property,1725.0,0,0,0,0,0,1,Medium,High Floor
flat,sector 79,sector 79,3.04,15983.18,3,0,0,Under Construction,1902.0,0,0,0,0,0,1,Medium,High Floor
flat,Trehan One Good Earth,sector 81,1.5,11029.41,3,0,0,New Property,1360.0,0,0,0,0,0,1,Medium,Low Floor
flat,Ansal Height,Ansal Height,1.9,16379.31,2,0,0,New Property,1160.0,0,0,0,1,0,1,Medium,Low Floor
flat,Godrej Vrikshya,sector 110,2.4,13994.17,2,0,0,New Property,1715.0,0,0,0,0,0,1,Medium,High Floor
flat,Vatika Inxt Emilia,sector 4,0.51,7906.98,2,0,0,New Property,645.0,0,0,0,0,0,0,Medium,High Floor
flat,Signature,sector 49,4.7,23255.81,3,0,0,Under Construction,2021.0,0,0,0,0,0,0,Medium,High Floor
flat,sector 48,sector 48,7.0,35000.0,3,0,0,New Property,2000.0,0,0,0,0,0,0,Medium,Mid Floor
flat,M3M Corner Walk,sector 89,3.84,21942.86,3,0,0,Under Construction,1750.0,0,0,0,0,0,0,Medium,High Floor
flat,M3M Corner Walk,sector 89,2.0,14054.81,3,0,0,New Property,1423.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Ram Shanti Apartment,sector 83,2.75,14864.86,3,0,0,New Property,1850.0,0,0,0,0,0,0,Medium,High Floor
flat,Ramprasta Awho,sector 49,3.05,17202.48,3,0,0,New Property,1773.0,0,0,0,0,0,1,Medium,Low Floor
flat,Sare Green Parc,sector 77,3.2,16410.26,4,0,0,New Property,1950.0,0,0,0,0,0,1,Medium,Low Floor
flat,Birla Navya,sector 33,1.85,15907.14,2,0,0,New Property,1163.0,0,0,0,0,0,0,Medium,High Floor
flat,Sihi,sector 63,2.19,18250.0,3,0,0,New Property,1200.0,0,0,0,0,0,1,Medium,Low Floor
flat,Ss L,sector 79,1.35,8704.06,3,0,0,New Property,1551.0,0,0,0,0,0,1,Medium,High Floor
flat,Huda,sector 36,1.55,14338.58,2,0,0,New Property,1081.0,0,0,0,0,0,0,Medium,Low Floor
flat,Unitech Sunbreeze,sector 57,3.0,16666.67,3,0,0,New Property,1800.0,0,0,0,0,0,0,Medium,Low Floor
flat,M3M Woodshire,sector 91,2.2,11398.96,3,0,0,New Property,1930.0,0,0,0,0,0,1,Medium,Low Floor
flat,Pyramid Alban,sector 83,20.29,117965.12,3,0,0,New Property,1720.0,0,0,0,0,0,1,Medium,Mid Floor
flat,Sweta Central Park,Sweta Central Park,1.75,14583.33,3,0,0,Under Construction,1200.0,0,0,0,0,0,0,Medium,High Floor
flat,Experion W,sector 32,4.2,23333.33,4,0,0,New Property,1800.0,0,0,0,0,0,0,Medium,High Floor
flat,sector 79,sector 79,1.6,13805.0,2,0,0,New Property,1159.0,0,0,0,0,0,1,Low,Low Floor
flat,Ss L,Ss L,5.9,16307.35,4,0,0,New Property,3618.0,0,0,0,0,0,1,High,Low Floor
flat,sector 36,sector 36,0.75,12864.49,2,0,0,New Property,583.0,0,0,0,0,0,0,Medium,High Floor
flat,Godrej,sector 79,2.2,14221.07,3,0,0,New Property,1547.0,0,0,0,0,0,1,Medium,Low Floor
flat,Elan Presidential,sector 82,1.54,13508.77,3,0,0,New Property,1140.0,0,0,0,0,0,1,Medium,High Floor
flat,Imperia Shopp,sector 108,5.3,25566.81,3,0,0,New Property,2073.0,0,0,0,0,0,0,Medium,High Floor
flat,Birla Navya,sector 59,7.25,43491.3,3,0,0,New Property,1667.0,0,0,0,0,0,1,Medium,Mid Floor
flat,Palam,sector 72,6.75,20149.25,4,0,0,New Property,3350.0,0,1,1,1,0,1,High,Low Floor
flat,Golden,sector 72,1.85,15416.67,2,0,0,New Property,1200.0,0,0,0,0,0,1,Low,Mid Floor
flat,Patel,sector 22,4.95,16019.42,3,0,0,New Property,3090.0,0,0,0,0,0,1,Medium,Low Floor
flat,Godrej Nature Plus,Godrej Nature Plus,7.0,23333.33,3,0,0,New Property,3000.0,0,0,0,0,0,0,High,Low Floor
flat,Krishna,sector 37,3.7,14105.99,3,0,0,Old Property,2623.0,0,0,0,0,0,1,Medium,High Floor
flat,Ansal Heights,sector 92,2.0,9569.38,4,0,0,New Property,2090.0,0,0,0,0,0,0,High,High Floor
flat,Smartworld Edition,Smartworld Edition,2.3,15032.68,3,0,0,Old Property,1530.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Maruti Kunj,sector 92,1.5,9848.98,3,0,0,New Property,1523.0,0,0,0,0,0,0,Medium,High Floor
flat,Dlf,sector 70,0.82,10649.35,2,0,0,New Property,770.0,0,0,0,0,0,0,Medium,High Floor
flat,sector 106,sector 106,6.1,17967.6,4,0,0,Old Property,3395.0,0,0,0,0,0,0,High,High Floor
flat,Breez Global Hill View,sector 109,2.25,12458.47,3,0,0,New Property,1806.0,0,1,0,0,0,0,High,High Floor
flat,Signature,Signature,7.71,32125.0,4,0,0,New Property,2400.0,0,0,0,0,0,0,High,Mid Floor
flat,sector 43,sector 43,4.5,14062.5,4,0,0,New Property,3200.0,0,0,0,0,0,1,High,High Floor
flat,sector 111,sector 111,3.5,16826.92,3,0,0,Old Property,2080.0,0,0,0,0,0,0,Medium,High Floor
flat,Central Park Flower Valley Flam,sector 89,1.4,20143.88,2,0,0,New Property,695.0,0,0,0,0,0,0,Medium,Mid Floor
flat,M3M Woodshire,sector 89,1.85,9685.86,4,0,0,New Property,1910.0,0,0,0,0,0,1,Medium,High Floor
flat,Orris C Greenopolis,Orris C Greenopolis,0.2,4000.0,1,0,0,New Property,500.0,0,0,0,0,0,1,Low,Low Floor
flat,Sobha,sector 63,2.1,17691.66,2,0,0,New Property,1187.0,0,0,0,0,0,1,Low,High Floor
flat,Unitech World Spa,sector 56,1.7,20731.71,2,0,0,New Property,820.0,0,0,0,0,0,0,Medium,High Floor
flat,Godrej Aria,sector 79,1.3,10038.61,2,0,0,New Property,1295.0,0,0,0,0,0,0,Medium,High Floor
flat,sector 79,sector 79,2.25,14450.87,3,0,0,New Property,1557.0,0,0,0,0,0,0,Medium,Low Floor
flat,Smartworld Orchard,sector 104,1.8,12000.0,2,0,0,Under Construction,1500.0,0,0,0,0,0,1,Medium,High Floor
flat,Rof Alante,sector 113,2.8,24911.03,3,0,0,New Property,1124.0,0,0,0,0,0,1,Medium,Mid Floor
flat,Sare Crescent Parc Petioles,sector 84,2.5,13034.41,3,0,0,New Property,1918.0,0,0,0,0,0,0,Medium,Low Floor
flat,Godrej Summit,sector 31,4.5,19463.67,3,0,0,New Property,2312.0,0,0,0,0,0,0,Medium,High Floor
flat,Godrej Vrikshya,sector 79,3.3,13947.59,3,0,0,Under Construction,2366.0,0,0,0,0,0,1,Medium,High Floor
flat,sector 36,sector 36,0.7,11494.25,2,0,0,New Property,609.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Perfect Buildwell Zara Aavaas,sector 89,2.08,11885.71,3,0,0,New Property,1750.0,0,0,0,0,0,1,Medium,High Floor
flat,Signature Park,sector 12,0.7,7777.78,2,0,0,New Property,900.0,0,0,0,0,0,1,Low,Mid Floor
flat,Navraj Antalyas,Navraj Antalyas,1.25,12500.0,3,0,0,New Property,1000.0,0,0,0,0,0,1,Medium,Low Floor
flat,Puri Diplomatic,sector 33,1.8,12000.0,3,0,0,New Property,1500.0,0,0,0,0,0,0,Medium,High Floor
flat,Sidhartha Ncr One,Sidhartha Ncr One,6.0,24000.0,2,0,0,New Property,2500.0,0,0,0,0,0,0,Medium,Low Floor
flat,Ardee,Ardee,2.0,13071.9,3,0,0,Under Construction,1530.0,0,0,0,0,0,0,Medium,High Floor
flat,Elan Emperor,sector 4,0.7,9333.33,3,0,0,New Property,750.0,0,0,0,0,0,0,Medium,High Floor
flat,Signature Park,sector 67,7.25,18125.0,5,0,0,New Property,4000.0,0,0,0,0,0,0,High,Low Floor
flat,Shree Vardhman Flora,sector 56,2.6,13333.33,3,0,0,New Property,1950.0,0,0,0,0,0,0,Medium,High Floor
flat,Smartworld Sky Arc,sector 93,2.5,16339.87,3,0,0,Old Property,1530.0,0,0,0,0,0,0,Medium,Mid Floor
flat,Pyramid Urbana,sector 22,2.4,17167.38,2,0,0,New Property,1398.0,0,0,0,0,0,0,Medium,High Floor
flat,M3M Golf Hills,M3M Golf Hills,0.7,5083.51,2,0,0,New Property,1377.0,0,0,0,0,0,0,Medium,Low Floor
flat,Signature,sector 92,1.5,12668.92,3,0,0,New Property,1184.0,0,0,0,0,0,0,Medium,Low Floor
flat,Dlf Plot,sector 37,0.966,11568.86,2,0,0,New Property,835.0,0,0,0,0,0,1,Low,Mid Floor
flat,Mapsko Mount Ville,sector 57,2.65,18928.57,3,0,0,New Property,1400.0,0,0,0,0,0,1,Medium,Low Floor
flat,Sushant Lok,sector 89,3.68,16000.0,3,0,0,Old Property,2300.0,0,0,0,0,0,1,Medium,High Floor
flat,Emperium Premio,sector 103,1.61,14185.02,3,3,3,New Property,1135.0,0,1,0,0,0,1,High,High Floor
flat,sector 59,sector 59,1.1,15714.29,2,0,0,New Property,700.0,0,0,0,0,0,0,Medium,High Floor
flat,Dlf Alameda,sector 82,1.15,10150.04,2,0,0,New Property,1133.0,0,0,0,0,0,0,Medium,Low Floor
